Pclass,Gender,Age,SibSp,ParCh,Fare,Embarked,Status
2,Male,52.0,0,0,13.00,Southampton,D
2,Male,30.0,0,0,13.00,Southampton,D
2,Male,0.7,1,1,14.50,Southampton,S
2,Female,24.0,0,2,14.50,Southampton,S
2,Male,44.0,0,0,13.00,Southampton,D
2,Female,6.0,0,1,33.00,Southampton,S
2,Male,28.0,0,1,33.00,Southampton,D
2,Male,62.0,0,0,10.50,Southampton,S
2,Male,30.0,0,0,10.50,Southampton,D
2,Female,7.0,0,2,26.25,Southampton,S
2,Male,43.0,1,1,26.25,Southampton,D
2,Female,45.0,1,1,26.25,Southampton,S
2,Female,24.0,1,2,65.00,Southampton,S
2,Female,24.0,1,2,65.00,Southampton,S
2,Male,49.0,1,2,65.00,Southampton,D
2,Female,48.0,1,2,65.00,Southampton,S
2,Female,55.0,0,0,16.00,Southampton,S
2,Male,24.0,2,0,73.50,Southampton,D
2,Male,32.0,2,0,73.50,Southampton,D
2,Male,21.0,2,0,73.50,Southampton,D
2,Female,18.0,1,1,13.00,Southampton,D
2,Female,20.0,2,1,23.00,Southampton,S
2,Male,23.0,2,1,11.50,Southampton,D
2,Male,36.0,0,0,13.00,Southampton,D
2,Female,54.0,1,3,23.00,Southampton,S
2,Male,50.0,0,0,13.00,Southampton,D
2,Male,44.0,1,0,26.00,Southampton,D
2,Female,29.0,1,0,26.00,Southampton,S
2,Male,21.0,0,0,73.50,Southampton,D
2,Male,42.0,0,0,13.00,Southampton,S
2,Male,63.0,1,0,26.00,Southampton,D
2,Female,60.0,1,0,26.00,Southampton,D
2,Male,33.0,0,0,12.28,Southampton,D
2,Female,17.0,0,0,10.50,Southampton,S
2,Male,42.0,1,0,27.00,Southampton,D
2,Female,24.0,2,1,27.00,Southampton,S
2,Male,47.0,0,0,15.00,Southampton,D
2,Male,24.0,2,0,31.50,Southampton,D
2,Male,22.0,2,0,31.50,Southampton,D
2,Male,32.0,0,0,10.50,Southampton,D
2,Female,23.0,0,0,13.79,Cherbourg,S
2,Male,34.0,1,0,26.00,Southampton,D
2,Female,24.0,1,0,26.00,Southampton,S
2,Female,22.0,0,0,21.00,Southampton,D
2,Female,,0,0,12.35,Queenstown,S
2,Male,35.0,0,0,12.35,Queenstown,D
2,Female,45.0,0,0,13.50,Southampton,S
2,Male,57.0,0,0,12.35,Queenstown,D
2,Male,,0,0,0.00,Southampton,D
2,Male,31.0,0,0,10.50,Southampton,D
2,Female,26.0,1,1,26.00,Southampton,D
2,Male,30.0,1,1,26.00,Southampton,D
2,Male,,0,0,10.71,Queenstown,D
2,Female,1.0,1,2,41.58,Cherbourg,S
2,Female,3.0,1,2,41.58,Cherbourg,S
2,Male,25.0,1,2,41.58,Cherbourg,D
2,Female,22.0,1,2,41.58,Cherbourg,S
2,Female,17.0,0,0,12.00,Cherbourg,S
2,Female,,0,0,33.00,Southampton,S
2,Female,34.0,0,0,10.50,Southampton,S
2,Male,36.0,0,0,12.88,Cherbourg,D
2,Male,24.0,0,0,10.50,Southampton,D
2,Male,61.0,0,0,12.35,Queenstown,D
2,Male,50.0,1,0,26.00,Southampton,D
2,Female,42.0,1,0,26.00,Southampton,S
2,Female,57.0,0,0,10.50,Southampton,D
2,Male,,0,0,15.05,Cherbourg,D
2,Male,1.0,0,2,37.00,Cherbourg,S
2,Male,31.0,1,1,37.00,Cherbourg,D
2,Female,24.0,1,1,37.00,Cherbourg,S
2,Male,,0,0,15.58,Cherbourg,D
2,Male,30.0,0,0,13.00,Southampton,D
2,Male,40.0,0,0,16.00,Southampton,D
2,Male,32.0,0,0,13.50,Southampton,D
2,Male,30.0,0,0,13.00,Southampton,D
2,Male,46.0,0,0,26.00,Southampton,D
2,Female,13.0,0,1,19.50,Southampton,S
2,Female,41.0,0,1,19.50,Southampton,S
2,Male,19.0,0,0,10.50,Southampton,S
2,Male,39.0,0,0,13.00,Southampton,D
2,Male,48.0,0,0,13.00,Southampton,D
2,Male,70.0,0,0,10.50,Southampton,D
2,Male,27.0,0,0,13.00,Southampton,D
2,Male,54.0,0,0,14.00,Southampton,D
2,Male,39.0,0,0,26.00,Southampton,D
2,Male,16.0,0,0,10.50,Southampton,D
2,Male,62.0,0,0,9.69,Queenstown,D
2,Male,32.5,1,0,30.07,Cherbourg,D
2,Female,14.0,1,0,30.07,Cherbourg,S
2,Male,2.0,1,1,26.00,Southampton,S
2,Male,3.0,1,1,26.00,Southampton,S
2,Male,36.5,0,2,26.00,Southampton,D
2,Male,26.0,0,0,13.00,Southampton,D
2,Male,19.0,1,1,36.75,Southampton,D
2,Male,28.0,0,0,13.50,Southampton,D
2,Male,20.0,0,0,13.86,Cherbourg,S
2,Female,29.0,0,0,10.50,Southampton,S
2,Male,39.0,0,0,13.00,Southampton,D
2,Male,22.0,0,0,10.50,Southampton,S
2,Male,,0,0,13.86,Cherbourg,S
2,Male,23.0,0,0,10.50,Southampton,D
2,Male,29.0,0,0,13.86,Cherbourg,S
2,Male,28.0,0,0,10.50,Southampton,D
2,Male,,0,0,0.00,Southampton,D
2,Female,50.0,0,1,26.00,Southampton,S
2,Male,19.0,0,0,10.50,Southampton,D
2,Male,,0,0,15.05,Cherbourg,D
2,Male,41.0,0,0,13.00,Southampton,D
2,Female,21.0,0,1,21.00,Southampton,S
2,Female,19.0,0,0,26.00,Southampton,S
2,Male,43.0,0,1,21.00,Southampton,D
2,Female,32.0,0,0,13.00,Southampton,S
2,Male,34.0,0,0,13.00,Southampton,D
2,Male,30.0,0,0,12.74,Cherbourg,S
2,Male,27.0,0,0,15.03,Cherbourg,D
2,Female,2.0,1,1,26.00,Southampton,S
2,Female,8.0,1,1,26.00,Southampton,S
2,Female,33.0,0,2,26.00,Southampton,S
2,Male,36.0,0,0,10.50,Southampton,D
2,Male,34.0,1,0,21.00,Southampton,D
2,Female,30.0,3,0,21.00,Southampton,S
2,Female,28.0,0,0,13.00,Southampton,S
2,Male,23.0,0,0,15.05,Cherbourg,D
2,Male,0.8,1,1,18.75,Southampton,S
2,Male,3.0,1,1,18.75,Southampton,S
2,Female,24.0,2,3,18.75,Southampton,S
2,Female,50.0,0,0,10.50,Southampton,S
2,Male,19.0,0,0,10.50,Southampton,D
2,Female,21.0,0,0,10.50,Southampton,S
2,Male,26.0,0,0,13.00,Southampton,D
2,Male,25.0,0,0,13.00,Southampton,D
2,Male,27.0,0,0,26.00,Southampton,D
2,Female,25.0,0,1,26.00,Southampton,S
2,Female,18.0,0,2,13.00,Southampton,S
2,Female,20.0,0,0,36.75,Southampton,S
2,Female,30.0,0,0,13.00,Southampton,S
2,Male,59.0,0,0,13.50,Southampton,D
2,Female,30.0,0,0,12.35,Queenstown,S
2,Male,35.0,0,0,10.50,Southampton,D
2,Female,40.0,0,0,13.00,Southampton,S
2,Male,25.0,0,0,13.00,Southampton,D
2,Male,41.0,0,0,15.05,Cherbourg,D
2,Male,25.0,0,0,10.50,Southampton,D
2,Male,18.5,0,0,13.00,Southampton,D
2,Male,14.0,0,0,65.00,Southampton,D
2,Female,50.0,0,0,10.50,Southampton,S
2,Male,23.0,0,0,13.00,Southampton,D
2,Female,28.0,0,0,12.65,Southampton,S
2,Female,27.0,0,0,10.50,Southampton,S
2,Male,29.0,1,0,21.00,Southampton,D
2,Female,27.0,1,0,21.00,Southampton,D
2,Male,40.0,0,0,13.00,Southampton,D
2,Female,31.0,0,0,21.00,Southampton,S
2,Male,30.0,1,0,21.00,Southampton,D
2,Male,23.0,1,0,10.50,Southampton,D
2,Female,31.0,0,0,21.00,Southampton,S
2,Male,,0,0,0.00,Southampton,D
2,Female,12.0,0,0,15.75,Southampton,S
2,Female,40.0,0,0,15.75,Southampton,S
2,Female,32.5,0,0,13.00,Southampton,S
2,Male,27.0,1,0,26.00,Southampton,D
2,Female,29.0,1,0,26.00,Southampton,S
2,Male,2.0,1,1,23.00,Southampton,S
2,Female,4.0,1,1,23.00,Southampton,S
2,Female,29.0,0,2,23.00,Southampton,S
2,Female,0.9,1,2,27.75,Southampton,S
2,Female,5.0,1,2,27.75,Southampton,S
2,Male,36.0,1,2,27.75,Southampton,D
2,Female,33.0,1,2,27.75,Southampton,S
2,Male,66.0,0,0,10.50,Southampton,D
2,Male,,0,0,12.88,Southampton,D
2,Male,31.0,0,0,13.00,Southampton,S
2,Male,,0,0,13.00,Southampton,S
2,Female,26.0,0,0,13.50,Southampton,S
2,Female,24.0,0,0,13.00,Southampton,D
3,Male,42.0,0,0,7.55,Southampton,D
3,Male,13.0,0,2,20.25,Southampton,D
3,Male,16.0,1,1,20.25,Southampton,D
3,Female,35.0,1,1,20.25,Southampton,S
3,Female,16.0,0,0,7.65,Southampton,S
3,Male,25.0,0,0,7.65,Southampton,S
3,Male,20.0,0,0,7.93,Southampton,S
3,Female,18.0,0,0,7.23,Cherbourg,S
3,Male,30.0,0,0,7.25,Southampton,D
3,Male,26.0,0,0,8.05,Southampton,D
3,Female,40.0,1,0,9.48,Southampton,D
3,Male,0.8,0,1,9.35,Southampton,S
3,Female,18.0,0,1,9.35,Southampton,S
3,Male,26.0,0,0,18.79,Cherbourg,S
3,Male,26.0,0,0,7.89,Southampton,D
3,Male,20.0,0,0,7.93,Southampton,D
3,Male,24.0,0,0,7.05,Southampton,D
3,Male,25.0,0,0,7.05,Southampton,D
3,Male,35.0,0,0,8.05,Southampton,D
3,Male,18.0,0,0,8.30,Southampton,D
3,Male,32.0,0,0,22.53,Southampton,D
3,Female,19.0,1,0,7.85,Southampton,S
3,Male,4.0,4,2,31.28,Southampton,D
3,Female,6.0,4,2,31.28,Southampton,D
3,Female,2.0,4,2,31.28,Southampton,D
3,Female,17.0,4,2,7.93,Southampton,S
3,Female,38.0,4,2,7.78,Southampton,D
3,Female,9.0,4,2,31.28,Southampton,D
3,Female,11.0,4,2,31.28,Southampton,D
3,Male,39.0,1,5,31.28,Southampton,D
3,Male,27.0,0,0,7.80,Southampton,S
3,Male,26.0,0,0,7.78,Southampton,D
3,Female,39.0,1,5,31.28,Southampton,D
3,Male,20.0,0,0,7.85,Southampton,D
3,Male,26.0,0,0,7.90,Southampton,D
3,Male,25.0,1,0,17.80,Southampton,D
3,Female,18.0,1,0,17.80,Southampton,D
3,Male,24.0,0,0,7.78,Southampton,D
3,Male,35.0,0,0,7.05,Southampton,D
3,Male,5.0,4,2,31.39,Southampton,D
3,Male,9.0,4,2,31.39,Southampton,D
3,Male,3.0,4,2,31.39,Southampton,S
3,Male,13.0,4,2,31.39,Southampton,D
3,Female,5.0,4,2,31.39,Southampton,S
3,Male,40.0,1,5,31.39,Southampton,D
3,Male,23.0,0,0,7.80,Southampton,S
3,Female,38.0,1,5,31.39,Southampton,S
3,Female,45.0,0,0,7.23,Cherbourg,S
3,Male,21.0,0,0,7.23,Cherbourg,D
3,Male,23.0,0,0,7.05,Southampton,D
3,Female,17.0,0,0,14.46,Cherbourg,D
3,Male,30.0,0,0,7.23,Cherbourg,D
3,Male,23.0,0,0,7.85,Southampton,D
3,Female,13.0,0,0,7.23,Cherbourg,S
3,Male,20.0,0,0,7.23,Cherbourg,D
3,Male,32.0,1,0,15.85,Southampton,D
3,Female,33.0,3,0,15.85,Southampton,S
3,Female,0.8,2,1,19.26,Cherbourg,S
3,Female,0.8,2,1,19.26,Cherbourg,S
3,Female,5.0,2,1,19.26,Cherbourg,S
3,Female,24.0,0,3,19.26,Cherbourg,S
3,Female,18.0,0,0,8.05,Southampton,S
3,Male,40.0,0,0,7.23,Cherbourg,D
3,Male,26.0,0,0,7.90,Southampton,D
3,Male,20.0,0,0,7.23,Cherbourg,S
3,Female,18.0,0,1,14.45,Cherbourg,D
3,Female,45.0,0,1,14.45,Cherbourg,D
3,Female,27.0,0,0,7.88,Queenstown,D
3,Male,22.0,0,0,8.05,Southampton,D
3,Male,19.0,0,0,8.05,Southampton,D
3,Male,26.0,0,0,7.78,Southampton,D
3,Male,22.0,0,0,9.35,Southampton,D
3,Male,,0,0,7.23,Cherbourg,D
3,Male,20.0,0,0,4.01,Cherbourg,D
3,Male,32.0,0,0,56.50,Southampton,S
3,Male,21.0,0,0,7.78,Southampton,D
3,Male,18.0,0,0,7.75,Southampton,D
3,Male,26.0,0,0,7.90,Southampton,D
3,Male,6.0,1,1,15.25,Cherbourg,D
3,Female,9.0,1,1,15.25,Cherbourg,D
3,Male,,0,0,7.23,Cherbourg,D
3,Female,,0,2,15.25,Cherbourg,D
3,Female,,0,2,7.75,Queenstown,D
3,Male,40.0,1,1,15.50,Queenstown,D
3,Female,32.0,1,1,15.50,Queenstown,D
3,Male,21.0,0,0,16.10,Southampton,D
3,Female,22.0,0,0,7.73,Queenstown,S
3,Female,20.0,0,0,7.85,Southampton,D
3,Male,29.0,1,0,7.05,Southampton,D
3,Male,22.0,1,0,7.25,Southampton,D
3,Male,22.0,0,0,7.80,Southampton,D
3,Male,35.0,0,0,8.05,Southampton,D
3,Female,18.5,0,0,7.28,Queenstown,D
3,Male,21.0,0,0,7.82,Queenstown,S
3,Male,19.0,0,0,6.75,Queenstown,D
3,Female,18.0,0,0,7.88,Queenstown,D
3,Female,21.0,0,0,8.66,Southampton,D
3,Female,30.0,0,0,8.66,Southampton,D
3,Male,18.0,0,0,8.66,Southampton,D
3,Male,38.0,0,0,8.66,Southampton,D
3,Male,17.0,0,0,8.66,Southampton,D
3,Male,17.0,0,0,8.66,Southampton,D
3,Female,21.0,0,0,7.75,Queenstown,D
3,Male,21.0,0,0,7.75,Queenstown,D
3,Male,21.0,0,0,8.05,Southampton,D
3,Male,,1,0,14.46,Cherbourg,D
3,Female,,1,0,14.46,Cherbourg,D
3,Male,28.0,0,0,7.80,Southampton,D
3,Male,24.0,0,0,7.85,Southampton,D
3,Female,16.0,0,0,7.75,Queenstown,S
3,Female,37.0,0,0,7.75,Queenstown,D
3,Male,28.0,0,0,7.25,Southampton,D
3,Male,24.0,0,0,8.05,Southampton,D
3,Male,21.0,0,0,7.73,Queenstown,D
3,Male,32.0,0,0,56.50,Southampton,S
3,Male,29.0,0,0,8.05,Southampton,D
3,Male,26.0,1,0,14.45,Cherbourg,D
3,Male,18.0,1,0,14.45,Cherbourg,D
3,Male,20.0,0,0,7.05,Southampton,D
3,Male,18.0,0,0,8.05,Southampton,S
3,Male,24.0,0,0,7.25,Queenstown,D
3,Male,36.0,0,0,7.50,Southampton,D
3,Male,24.0,0,0,7.50,Southampton,D
3,Male,31.0,0,0,7.73,Queenstown,D
3,Male,31.0,0,0,7.75,Queenstown,D
3,Female,22.0,0,0,7.75,Queenstown,S
3,Female,30.0,0,0,7.63,Queenstown,D
3,Male,70.5,0,0,7.75,Queenstown,D
3,Male,43.0,0,0,8.05,Southampton,D
3,Male,35.0,0,0,7.90,Southampton,D
3,Male,27.0,0,0,7.90,Southampton,D
3,Male,19.0,0,0,7.90,Southampton,D
3,Male,30.0,0,0,8.05,Southampton,D
3,Male,9.0,1,1,15.90,Southampton,S
3,Male,3.0,1,1,15.90,Southampton,S
3,Female,36.0,0,2,15.90,Southampton,S
3,Male,59.0,0,0,7.25,Southampton,D
3,Male,19.0,0,0,8.16,Southampton,D
3,Female,17.0,0,1,16.10,Southampton,S
3,Male,44.0,0,1,16.10,Southampton,D
3,Male,17.0,0,0,8.66,Southampton,D
3,Male,22.5,0,0,7.23,Cherbourg,D
3,Male,45.0,0,0,8.05,Southampton,S
3,Female,22.0,0,0,10.52,Southampton,D
3,Male,19.0,0,0,10.17,Southampton,D
3,Female,30.0,0,0,6.95,Queenstown,S
3,Male,29.0,0,0,7.75,Queenstown,S
3,Male,0.3,0,2,14.40,Southampton,D
3,Male,34.0,1,1,14.40,Southampton,D
3,Female,28.0,1,1,14.40,Southampton,D
3,Male,27.0,0,0,7.90,Southampton,D
3,Male,25.0,0,0,7.90,Southampton,D
3,Male,24.0,2,0,24.15,Southampton,D
3,Male,22.0,0,0,8.05,Southampton,D
3,Male,21.0,2,0,24.15,Southampton,D
3,Male,17.0,2,0,8.05,Southampton,D
3,Male,,1,0,16.10,Southampton,D
3,Female,,1,0,16.10,Southampton,S
3,Male,36.5,1,0,17.40,Southampton,S
3,Female,36.0,1,0,17.40,Southampton,S
3,Male,30.0,0,0,9.50,Southampton,S
3,Male,16.0,0,0,9.50,Southampton,D
3,Male,1.0,1,2,20.58,Southampton,S
3,Female,0.2,1,2,20.58,Southampton,S
3,Male,26.0,1,2,20.58,Southampton,D
3,Female,33.0,1,2,20.58,Southampton,S
3,Male,25.0,0,0,7.90,Southampton,D
3,Male,,0,0,7.90,Southampton,D
3,Male,,0,0,7.90,Southampton,D
3,Male,22.0,0,0,7.25,Southampton,D
3,Male,36.0,0,0,7.25,Southampton,D
3,Female,19.0,0,0,7.88,Queenstown,S
3,Male,17.0,0,0,7.90,Southampton,D
3,Male,42.0,0,0,8.66,Southampton,D
3,Male,43.0,0,0,7.90,Southampton,D
3,Male,,0,0,7.23,Cherbourg,D
3,Male,32.0,0,0,7.75,Queenstown,D
3,Male,19.0,0,0,8.05,Southampton,S
3,Female,30.0,0,0,12.48,Southampton,S
3,Female,24.0,0,0,7.75,Queenstown,D
3,Female,23.0,0,0,8.05,Southampton,S
3,Male,33.0,0,0,7.90,Cherbourg,D
3,Male,65.0,0,0,7.75,Queenstown,D
3,Male,24.0,0,0,7.55,Southampton,S
3,Male,23.0,1,0,13.90,Southampton,D
3,Female,22.0,1,0,13.90,Southampton,S
3,Male,18.0,0,0,7.78,Southampton,D
3,Male,16.0,0,0,7.78,Southampton,D
3,Male,45.0,0,0,6.98,Southampton,D
3,Male,,0,0,7.23,Cherbourg,D
3,Male,39.0,0,2,7.23,Cherbourg,D
3,Male,17.0,1,1,7.23,Cherbourg,D
3,Male,15.0,1,1,7.23,Cherbourg,D
3,Male,47.0,0,0,7.25,Southampton,D
3,Female,5.0,0,0,12.48,Southampton,S
3,Male,,0,0,7.23,Cherbourg,D
3,Male,40.5,0,0,15.10,Southampton,D
3,Male,40.5,0,0,7.75,Queenstown,D
3,Male,,0,0,7.05,Southampton,S
3,Male,18.0,0,0,7.80,Southampton,D
3,Female,,0,0,7.75,Queenstown,D
3,Male,,0,0,7.75,Queenstown,D
3,Male,,0,0,6.95,Queenstown,D
3,Male,26.0,0,0,7.88,Queenstown,D
3,Male,,0,0,7.75,Queenstown,D
3,Male,,0,0,56.50,Southampton,S
3,Female,21.0,2,2,34.38,Southampton,D
3,Female,9.0,2,2,34.38,Southampton,D
3,Male,,0,0,8.05,Southampton,D
3,Male,18.0,2,2,34.38,Southampton,D
3,Male,16.0,1,3,34.38,Southampton,D
3,Female,48.0,1,3,34.38,Southampton,D
3,Male,,0,0,7.75,Queenstown,D
3,Male,,0,0,7.25,Southampton,D
3,Male,25.0,0,0,7.74,Queenstown,D
3,Male,,0,0,14.50,Southampton,D
3,Male,,0,0,7.90,Cherbourg,D
3,Male,22.0,0,0,8.05,Southampton,D
3,Female,16.0,0,0,7.73,Queenstown,S
3,Female,,0,0,7.75,Queenstown,S
3,Male,9.0,0,2,20.53,Southampton,S
3,Male,33.0,1,1,20.53,Southampton,D
3,Male,41.0,0,0,7.85,Southampton,D
3,Female,31.0,1,1,20.53,Southampton,S
3,Male,38.0,0,0,7.05,Southampton,D
3,Male,9.0,5,2,46.90,Southampton,D
3,Male,1.0,5,2,46.90,Southampton,D
3,Male,11.0,5,2,46.90,Southampton,D
3,Female,10.0,5,2,46.90,Southampton,D
3,Female,16.0,5,2,46.90,Southampton,D
3,Male,14.0,5,2,46.90,Southampton,D
3,Male,40.0,1,6,46.90,Southampton,D
3,Female,43.0,1,6,46.90,Southampton,D
3,Male,51.0,0,0,8.05,Southampton,D
3,Male,32.0,0,0,8.36,Southampton,D
3,Male,,0,0,8.05,Southampton,D
3,Male,20.0,0,0,9.85,Southampton,D
3,Male,37.0,2,0,7.93,Southampton,D
3,Male,28.0,2,0,7.93,Southampton,D
3,Male,19.0,0,0,7.78,Southampton,D
3,Female,24.0,0,0,8.85,Southampton,D
3,Female,17.0,0,0,7.73,Queenstown,D
3,Male,,1,0,19.97,Southampton,D
3,Male,,1,0,19.97,Southampton,D
3,Male,28.0,1,0,15.85,Southampton,D
3,Female,24.0,1,0,15.85,Southampton,S
3,Male,20.0,0,0,9.50,Southampton,D
3,Male,23.5,0,0,7.23,Cherbourg,D
3,Male,41.0,2,0,14.11,Southampton,D
3,Male,26.0,1,0,7.85,Southampton,D
3,Male,21.0,0,0,7.85,Southampton,D
3,Female,45.0,1,0,14.11,Southampton,S
3,Female,,0,0,7.55,Southampton,D
3,Male,25.0,0,0,7.25,Southampton,D
3,Male,,0,0,6.86,Queenstown,D
3,Male,11.0,0,0,18.79,Cherbourg,D
3,Female,,0,0,7.75,Queenstown,S
