Pclass,Gender,Age,SibSp,ParCh,Fare,Embarked,Status
3,Male,27.0,0,0,6.98,Southampton,S
3,Male,,0,0,56.50,Southampton,S
3,Female,18.0,0,0,6.75,Queenstown,D
3,Female,26.0,0,0,7.93,Southampton,S
3,Female,23.0,0,0,7.93,Southampton,D
3,Female,22.0,0,0,8.96,Southampton,S
3,Male,28.0,0,0,7.90,Southampton,D
3,Female,28.0,0,0,7.78,Southampton,D
3,Female,,0,0,7.75,Queenstown,D
3,Female,2.0,0,1,12.29,Southampton,S
3,Female,22.0,1,1,12.29,Southampton,S
3,Male,43.0,0,0,6.45,Southampton,D
3,Male,28.0,0,0,22.53,Southampton,D
3,Female,27.0,0,0,7.93,Southampton,S
3,Male,,0,0,7.75,Queenstown,D
3,Female,,0,0,8.05,Southampton,S
3,Male,42.0,0,0,7.65,Southampton,D
3,Male,,0,0,7.89,Southampton,S
3,Male,30.0,0,0,7.23,Cherbourg,D
3,Male,,0,0,7.90,Southampton,D
3,Female,27.0,1,0,7.93,Southampton,D
3,Female,25.0,1,0,7.93,Southampton,D
3,Male,,0,0,7.90,Southampton,D
3,Male,29.0,0,0,7.90,Cherbourg,S
3,Male,21.0,0,0,7.80,Southampton,S
3,Male,,0,0,7.05,Southampton,D
3,Male,20.0,0,0,7.85,Southampton,D
3,Male,48.0,0,0,7.85,Southampton,D
3,Male,17.0,1,0,7.05,Southampton,D
3,Female,,0,0,7.75,Queenstown,S
3,Male,,0,0,8.11,Southampton,S
3,Male,34.0,0,0,6.50,Southampton,D
3,Male,26.0,0,0,7.78,Southampton,S
3,Male,22.0,0,0,7.80,Southampton,D
3,Male,33.0,0,0,8.65,Southampton,D
3,Male,31.0,0,0,7.78,Southampton,D
3,Male,29.0,0,0,7.85,Southampton,D
3,Male,4.0,1,1,11.13,Southampton,S
3,Female,1.0,1,1,11.13,Southampton,S
3,Male,49.0,0,0,0.00,Southampton,D
3,Male,33.0,0,0,7.78,Southampton,D
3,Male,19.0,0,0,0.00,Southampton,D
3,Female,27.0,0,2,11.13,Southampton,S
3,Male,,1,2,23.45,Southampton,D
3,Female,,1,2,23.45,Southampton,D
3,Male,,1,2,23.45,Southampton,D
3,Female,,1,2,23.45,Southampton,D
3,Male,23.0,0,0,7.90,Southampton,D
3,Male,32.0,0,0,7.85,Southampton,S
3,Male,27.0,0,0,7.85,Southampton,D
3,Female,20.0,1,0,9.83,Southampton,D
3,Female,21.0,1,0,9.83,Southampton,D
3,Male,32.0,0,0,7.93,Southampton,S
3,Male,17.0,0,0,7.13,Southampton,D
3,Male,21.0,0,0,8.43,Southampton,D
3,Male,30.0,0,0,7.90,Southampton,D
3,Male,21.0,0,0,7.80,Southampton,S
3,Male,33.0,0,0,7.85,Southampton,D
3,Male,22.0,0,0,7.52,Southampton,D
3,Female,4.0,0,1,13.42,Cherbourg,S
3,Male,39.0,0,1,13.42,Cherbourg,S
3,Male,,0,0,7.23,Cherbourg,D
3,Male,18.5,0,0,7.23,Cherbourg,D
3,Male,,0,0,7.75,Queenstown,D
3,Male,,0,0,7.25,Southampton,D
3,Female,,0,0,7.75,Queenstown,S
3,Female,,0,0,7.75,Queenstown,S
3,Male,34.5,0,0,7.83,Queenstown,D
3,Male,44.0,0,0,8.05,Southampton,D
3,Male,,0,0,7.75,Queenstown,S
3,Male,,1,0,14.45,Cherbourg,D
3,Female,,1,0,14.45,Cherbourg,D
3,Male,,1,0,7.75,Queenstown,D
3,Male,,1,0,7.75,Queenstown,D
3,Male,,0,0,7.74,Queenstown,D
3,Female,22.0,2,0,8.66,Southampton,D
3,Male,26.0,2,0,8.66,Southampton,D
3,Female,4.0,0,2,22.03,Southampton,S
3,Male,29.0,3,1,22.03,Southampton,S
3,Female,26.0,1,1,22.03,Southampton,S
3,Female,1.0,1,1,12.18,Southampton,D
3,Male,18.0,1,1,7.85,Southampton,D
3,Female,36.0,0,2,12.18,Southampton,D
3,Male,,0,0,7.90,Cherbourg,D
3,Male,25.0,0,0,7.23,Cherbourg,S
3,Male,,0,0,7.23,Cherbourg,D
3,Female,37.0,0,0,9.59,Southampton,D
3,Male,,0,0,7.90,Southampton,D
3,Male,,0,0,56.50,Southampton,S
3,Male,,0,0,56.50,Southampton,D
3,Female,22.0,0,0,7.25,Southampton,S
3,Male,,0,0,7.75,Queenstown,D
3,Male,26.0,0,0,56.50,Southampton,S
3,Male,29.0,0,0,9.48,Southampton,D
3,Male,29.0,0,0,7.78,Southampton,D
3,Male,22.0,0,0,7.78,Southampton,D
3,Male,22.0,0,0,7.23,Cherbourg,S
3,Male,,3,1,25.47,Southampton,D
3,Female,,3,1,25.47,Southampton,D
3,Female,,3,1,25.47,Southampton,D
3,Female,,3,1,25.47,Southampton,D
3,Female,,0,4,25.47,Southampton,D
3,Male,32.0,0,0,7.93,Southampton,D
3,Male,34.5,0,0,6.44,Cherbourg,D
3,Female,,1,0,15.50,Queenstown,D
3,Male,,1,0,15.50,Queenstown,D
3,Male,36.0,0,0,0.00,Southampton,D
3,Male,39.0,0,0,24.15,Southampton,D
3,Male,24.0,0,0,9.50,Southampton,D
3,Female,25.0,0,0,7.78,Southampton,D
3,Female,45.0,0,0,7.75,Southampton,D
3,Male,36.0,1,0,15.55,Southampton,D
3,Female,30.0,1,0,15.55,Southampton,D
3,Male,20.0,1,0,7.93,Southampton,S
3,Male,,0,0,7.88,Queenstown,D
3,Male,28.0,0,0,56.50,Southampton,D
3,Male,,0,0,7.55,Southampton,D
3,Male,30.0,1,0,16.10,Southampton,D
3,Female,26.0,1,0,16.10,Southampton,D
3,Male,,0,0,7.88,Southampton,D
3,Male,20.5,0,0,7.25,Southampton,D
3,Male,27.0,0,0,8.66,Southampton,S
3,Male,51.0,0,0,7.05,Southampton,D
3,Female,23.0,0,0,7.85,Southampton,S
3,Male,32.0,0,0,7.58,Southampton,S
3,Male,,0,0,7.90,Southampton,D
3,Male,,0,0,7.55,Southampton,D
3,Female,,0,0,7.75,Queenstown,S
3,Male,24.0,0,0,7.14,Southampton,S
3,Male,22.0,0,0,7.13,Southampton,D
3,Female,,0,0,7.88,Queenstown,D
3,Male,,0,0,7.75,Queenstown,D
3,Male,,0,0,8.05,Southampton,D
3,Male,29.0,0,0,7.93,Southampton,D
3,Male,,0,0,7.23,Cherbourg,S
3,Female,30.5,0,0,7.75,Queenstown,D
3,Female,,0,0,7.74,Queenstown,S
3,Male,,0,0,7.23,Cherbourg,D
3,Male,35.0,0,0,7.90,Cherbourg,D
3,Male,33.0,0,0,7.90,Southampton,D
3,Female,,0,0,7.23,Cherbourg,S
3,Male,,0,0,7.90,Cherbourg,D
3,Female,,0,0,7.75,Queenstown,S
3,Male,,0,0,7.75,Queenstown,S
3,Female,,2,0,23.25,Queenstown,S
3,Female,,2,0,23.25,Queenstown,S
3,Male,,2,0,23.25,Queenstown,S
3,Female,,0,0,7.79,Queenstown,S
3,Male,,0,0,15.50,Queenstown,D
3,Female,,0,0,7.88,Queenstown,S
3,Female,15.0,0,0,8.03,Queenstown,S
3,Female,35.0,0,0,7.75,Queenstown,D
3,Male,,0,0,7.75,Queenstown,D
3,Male,24.0,1,0,16.10,Southampton,D
3,Female,19.0,1,0,16.10,Southampton,D
3,Female,,0,0,7.75,Queenstown,D
3,Female,,0,0,8.05,Southampton,D
3,Female,,0,0,8.05,Southampton,D
3,Male,55.5,0,0,8.05,Southampton,D
3,Male,,0,0,7.75,Queenstown,D
3,Male,21.0,0,0,7.78,Southampton,S
3,Male,,0,0,8.05,Southampton,D
3,Male,24.0,0,0,7.90,Southampton,D
3,Male,21.0,0,0,7.90,Southampton,D
3,Male,28.0,0,0,7.90,Southampton,D
3,Male,,0,0,7.90,Southampton,D
3,Female,,0,0,7.88,Queenstown,S
3,Male,25.0,0,0,7.65,Southampton,D
3,Male,6.0,0,1,12.48,Southampton,S
3,Female,27.0,0,1,12.48,Southampton,S
3,Male,,0,0,8.05,Southampton,D
3,Female,,1,0,24.15,Queenstown,S
3,Male,,1,0,24.15,Queenstown,D
3,Male,,0,0,8.46,Queenstown,D
3,Male,34.0,0,0,8.05,Southampton,D
3,Male,,0,0,7.75,Queenstown,D
3,Male,,0,0,7.78,Southampton,S
3,Male,,1,1,15.25,Cherbourg,S
3,Male,,1,1,15.25,Cherbourg,S
3,Female,,0,2,15.25,Cherbourg,S
3,Female,,0,0,7.23,Cherbourg,S
3,Male,,0,0,8.05,Southampton,D
3,Female,,0,0,7.73,Queenstown,S
3,Female,24.0,0,0,7.75,Queenstown,S
3,Male,,0,0,8.05,Southampton,D
3,Female,,1,0,15.50,Queenstown,S
3,Female,,1,0,15.50,Queenstown,S
3,Female,,0,0,15.50,Queenstown,S
3,Male,18.0,0,0,7.75,Southampton,D
3,Male,22.0,0,0,7.90,Southampton,D
3,Female,15.0,0,0,7.23,Cherbourg,S
3,Female,1.0,0,2,15.74,Cherbourg,S
3,Male,20.0,1,1,15.74,Cherbourg,S
3,Female,19.0,1,1,15.74,Cherbourg,S
3,Male,33.0,0,0,8.05,Southampton,D
3,Male,,0,0,7.90,Southampton,D
3,Male,,0,0,7.23,Cherbourg,D
3,Female,,0,0,7.75,Queenstown,D
3,Male,,0,0,7.90,Southampton,D
3,Male,12.0,1,0,11.24,Cherbourg,S
3,Female,14.0,1,0,11.24,Cherbourg,S
3,Female,29.0,0,0,7.93,Southampton,D
3,Male,28.0,0,0,8.05,Southampton,D
3,Female,18.0,0,0,7.78,Southampton,S
3,Female,26.0,0,0,7.85,Southampton,S
3,Male,21.0,0,0,7.85,Southampton,D
3,Male,41.0,0,0,7.13,Southampton,D
3,Male,39.0,0,0,7.93,Southampton,S
3,Male,21.0,0,0,7.80,Southampton,D
3,Male,28.5,0,0,7.23,Cherbourg,D
3,Female,22.0,0,0,7.75,Southampton,S
3,Male,61.0,0,0,6.24,Southampton,D
3,Male,,1,0,15.50,Queenstown,D
3,Male,,0,0,7.83,Queenstown,D
3,Female,,1,0,15.50,Queenstown,S
3,Male,,0,0,7.73,Queenstown,D
3,Male,,0,0,7.75,Queenstown,D
3,Male,,0,0,7.75,Queenstown,D
3,Male,23.0,0,0,9.23,Southampton,D
3,Female,,0,0,7.75,Queenstown,D
3,Female,,0,0,7.75,Queenstown,S
3,Female,,0,0,7.88,Queenstown,S
3,Female,22.0,0,0,7.78,Southampton,S
3,Male,,0,0,7.75,Queenstown,S
3,Female,,0,0,7.83,Queenstown,S
3,Male,9.0,0,1,3.17,Southampton,S
3,Male,28.0,0,0,22.53,Southampton,D
3,Male,42.0,0,1,8.40,Southampton,D
3,Male,,0,0,7.31,Southampton,D
3,Female,31.0,0,0,7.85,Southampton,D
3,Male,28.0,0,0,7.85,Southampton,D
3,Male,32.0,0,0,7.78,Southampton,S
3,Male,20.0,0,0,9.23,Southampton,D
3,Female,23.0,0,0,8.66,Southampton,D
3,Female,20.0,0,0,8.66,Southampton,D
3,Male,20.0,0,0,8.66,Southampton,D
3,Male,16.0,0,0,9.22,Southampton,D
3,Female,31.0,0,0,8.68,Southampton,S
3,Female,,0,0,7.63,Queenstown,D
3,Male,2.0,3,1,21.08,Southampton,D
3,Male,6.0,3,1,21.08,Southampton,D
3,Female,3.0,3,1,21.08,Southampton,D
3,Female,8.0,3,1,21.08,Southampton,D
3,Female,29.0,0,4,21.08,Southampton,D
3,Male,1.0,4,1,39.69,Southampton,D
3,Male,7.0,4,1,39.69,Southampton,D
3,Male,2.0,4,1,39.69,Southampton,D
3,Male,16.0,4,1,39.69,Southampton,D
3,Male,14.0,4,1,39.69,Southampton,D
3,Female,41.0,0,5,39.69,Southampton,D
3,Male,21.0,0,0,8.66,Southampton,D
3,Male,19.0,0,0,14.50,Southampton,D
3,Male,,0,0,8.71,Cherbourg,D
3,Male,32.0,0,0,7.90,Southampton,D
3,Male,0.8,1,1,13.78,Southampton,D
3,Female,3.0,1,1,13.78,Southampton,D
3,Female,26.0,0,2,13.78,Southampton,D
3,Male,,0,0,7.00,Southampton,D
3,Male,,0,0,7.78,Southampton,D
3,Male,,0,0,8.05,Southampton,D
3,Male,21.0,0,0,7.93,Southampton,D
3,Male,25.0,0,0,7.93,Southampton,D
3,Male,22.0,0,0,7.25,Southampton,D
3,Male,25.0,1,0,7.78,Southampton,S
3,Male,,1,1,22.36,Cherbourg,S
3,Female,,1,1,22.36,Cherbourg,S
3,Female,,0,2,22.36,Cherbourg,S
3,Female,,0,0,8.14,Queenstown,D
3,Male,24.0,0,0,8.05,Southampton,D
3,Female,28.0,0,0,7.90,Southampton,D
3,Male,19.0,0,0,7.90,Southampton,D
3,Male,,0,0,7.90,Southampton,D
3,Male,25.0,1,0,7.78,Southampton,D
3,Female,18.0,0,0,7.78,Southampton,D
3,Male,32.0,0,0,8.05,Southampton,S
3,Male,,0,0,7.90,Southampton,D
3,Male,17.0,0,0,8.66,Southampton,D
3,Male,24.0,0,0,8.66,Southampton,D
3,Male,,0,0,7.90,Southampton,D
3,Female,,0,0,8.11,Southampton,D
3,Male,,0,0,7.23,Cherbourg,D
3,Male,,0,0,7.25,Southampton,D
3,Male,38.0,0,0,7.90,Southampton,D
3,Male,21.0,0,0,8.05,Southampton,D
3,Male,10.0,4,1,29.13,Queenstown,D
3,Male,4.0,4,1,29.13,Queenstown,D
3,Male,7.0,4,1,29.13,Queenstown,D
3,Male,2.0,4,1,29.13,Queenstown,D
3,Male,8.0,4,1,29.13,Queenstown,D
3,Female,39.0,0,5,29.13,Queenstown,D
3,Female,22.0,0,0,39.69,Southampton,D
3,Male,35.0,0,0,7.13,Southampton,D
3,Female,,0,0,7.72,Queenstown,S
3,Male,,0,0,14.50,Southampton,D
3,Female,,0,0,14.50,Southampton,D
3,Male,50.0,1,0,14.50,Southampton,D
3,Female,47.0,1,0,14.50,Southampton,D
3,Male,,0,0,8.05,Southampton,D
3,Male,,0,0,7.78,Southampton,D
3,Female,2.0,1,1,20.21,Southampton,D
3,Male,18.0,1,1,20.21,Southampton,D
3,Female,41.0,0,2,20.21,Southampton,D
3,Female,,0,0,8.05,Southampton,S
3,Male,50.0,0,0,8.05,Southampton,D
3,Male,16.0,0,0,8.05,Southampton,D
3,Male,,0,0,7.75,Queenstown,S
3,Male,,0,0,24.15,Queenstown,D
3,Male,,0,0,7.23,Cherbourg,D
3,Male,25.0,0,0,7.23,Cherbourg,D
3,Male,,0,0,7.23,Cherbourg,D
3,Male,,0,0,7.73,Queenstown,D
3,Male,,0,0,7.58,Southampton,D
3,Male,38.5,0,0,7.25,Southampton,D
3,Male,,8,2,69.55,Southampton,D
3,Male,14.5,8,2,69.55,Southampton,D
3,Female,,8,2,69.55,Southampton,D
3,Female,,8,2,69.55,Southampton,D
3,Female,,8,2,69.55,Southampton,D
3,Female,,8,2,69.55,Southampton,D
3,Male,,8,2,69.55,Southampton,D
3,Male,,8,2,69.55,Southampton,D
3,Male,,8,2,69.55,Southampton,D
3,Male,,1,9,69.55,Southampton,D
3,Female,,1,9,69.55,Southampton,D
3,Male,24.0,0,0,9.33,Southampton,D
3,Female,21.0,0,0,7.65,Southampton,S
3,Male,39.0,0,0,7.93,Southampton,D
3,Male,,2,0,21.68,Cherbourg,D
3,Male,,2,0,21.68,Cherbourg,D
3,Male,,2,0,21.68,Cherbourg,D
3,Female,1.0,1,1,16.70,Southampton,S
3,Female,24.0,0,2,16.70,Southampton,S
3,Female,4.0,1,1,16.70,Southampton,S
3,Male,25.0,0,0,9.50,Southampton,S
3,Male,20.0,0,0,8.05,Southampton,D
3,Male,24.5,0,0,8.05,Southampton,D
3,Male,,0,0,7.73,Queenstown,D
3,Male,,0,0,7.90,Southampton,D
3,Male,,0,0,7.75,Queenstown,D
3,Male,29.0,0,0,9.50,Southampton,S
3,Male,,0,0,15.10,Southampton,D
3,Female,,0,0,7.78,Queenstown,S
3,Male,,0,0,8.05,Southampton,D
3,Male,,0,0,8.05,Southampton,D
3,Male,22.0,0,0,7.23,Cherbourg,D
3,Male,,0,0,8.05,Southampton,D
3,Male,40.0,0,0,7.90,Southampton,D
3,Male,21.0,0,0,7.93,Southampton,D
3,Female,18.0,0,0,7.50,Southampton,S
3,Male,4.0,3,2,27.90,Southampton,D
3,Male,10.0,3,2,27.90,Southampton,D
3,Female,9.0,3,2,27.90,Southampton,D
3,Female,2.0,3,2,27.90,Southampton,D
3,Male,40.0,1,4,27.90,Southampton,D
3,Female,45.0,1,4,27.90,Southampton,D
3,Male,,0,0,7.90,Southampton,D
3,Male,,0,0,8.05,Southampton,D
3,Male,,0,0,8.66,Southampton,D
3,Male,,0,0,7.75,Queenstown,D
3,Female,,0,0,7.73,Queenstown,S
3,Male,19.0,0,0,7.65,Southampton,D
3,Male,30.0,0,0,8.05,Southampton,D
3,Male,,0,0,8.05,Southampton,D
3,Male,32.0,0,0,8.05,Southampton,D
3,Male,,0,0,7.90,Southampton,D
3,Male,33.0,0,0,8.66,Cherbourg,D
3,Female,23.0,0,0,7.55,Southampton,S
3,Male,21.0,0,0,8.05,Southampton,D
3,Male,60.5,0,0,,Southampton,D
3,Male,19.0,0,0,7.90,Southampton,D
3,Female,22.0,0,0,9.84,Southampton,D
3,Male,31.0,0,0,7.93,Southampton,S
3,Male,27.0,0,0,8.66,Southampton,D
3,Female,2.0,0,1,10.46,Southampton,D
3,Female,29.0,1,1,10.46,Southampton,D
3,Male,16.0,0,0,8.05,Southampton,S
3,Male,44.0,0,0,7.93,Southampton,S
3,Male,25.0,0,0,7.05,Southampton,D
3,Male,74.0,0,0,7.78,Southampton,D
3,Male,14.0,0,0,9.23,Southampton,S
3,Male,24.0,0,0,7.80,Southampton,D
3,Male,25.0,0,0,7.80,Southampton,S
3,Male,34.0,0,0,8.05,Southampton,D
3,Male,0.4,0,1,8.52,Cherbourg,S
3,Male,,1,0,6.44,Cherbourg,D
3,Male,,0,0,6.44,Cherbourg,D
3,Male,,0,0,7.23,Cherbourg,D
3,Female,16.0,1,1,8.52,Cherbourg,S
3,Male,,0,0,8.05,Southampton,D
3,Male,,1,0,16.10,Southampton,D
3,Female,,1,0,16.10,Southampton,S
3,Male,32.0,0,0,7.93,Southampton,D
3,Male,,0,0,7.75,Queenstown,D
3,Male,,0,0,7.90,Southampton,D
3,Male,30.5,0,0,8.05,Southampton,D
3,Male,44.0,0,0,8.05,Southampton,D
3,Male,,0,0,7.23,Cherbourg,D
3,Male,25.0,0,0,0.00,Southampton,S
3,Male,,0,0,7.23,Cherbourg,D
3,Male,7.0,1,1,15.25,Cherbourg,S
3,Female,9.0,1,1,15.25,Cherbourg,S
3,Female,29.0,0,2,15.25,Cherbourg,S
3,Male,36.0,0,0,7.90,Southampton,D
3,Female,18.0,0,0,9.84,Southampton,S
3,Female,63.0,0,0,9.59,Southampton,S
3,Male,,1,1,14.50,Southampton,D
3,Male,11.5,1,1,14.50,Southampton,D
3,Male,40.5,0,2,14.50,Southampton,D
3,Female,10.0,0,2,24.15,Southampton,D
3,Male,36.0,1,1,24.15,Southampton,D
3,Female,30.0,1,1,24.15,Southampton,D
3,Male,,0,0,9.50,Southampton,D
3,Male,33.0,0,0,9.50,Southampton,D
3,Male,28.0,0,0,9.50,Southampton,D
3,Male,28.0,0,0,9.50,Southampton,D
3,Male,47.0,0,0,9.00,Southampton,D
3,Female,18.0,2,0,18.00,Southampton,D
3,Male,31.0,3,0,18.00,Southampton,D
3,Male,16.0,2,0,18.00,Southampton,D
3,Female,31.0,1,0,18.00,Southampton,D
3,Male,22.0,0,0,7.23,Cherbourg,S
3,Male,20.0,0,0,7.85,Southampton,D
3,Female,14.0,0,0,7.85,Southampton,D
3,Male,22.0,0,0,7.90,Southampton,D
3,Male,22.0,0,0,9.00,Southampton,D
3,Male,,0,0,8.05,Southampton,D
3,Male,,0,0,7.55,Southampton,D
3,Male,,0,0,8.05,Southampton,D
3,Male,32.5,0,0,9.50,Southampton,D
3,Female,38.0,0,0,7.23,Cherbourg,S
3,Male,51.0,0,0,7.75,Southampton,D
3,Male,18.0,1,0,6.50,Southampton,D
3,Male,21.0,1,0,6.50,Southampton,D
3,Female,47.0,1,0,7.00,Southampton,S
3,Male,,0,0,8.71,Southampton,D
3,Male,,0,0,7.55,Southampton,D
3,Male,,0,0,8.05,Southampton,D
3,Male,28.5,0,0,16.10,Southampton,D
3,Male,21.0,0,0,7.25,Southampton,D
3,Male,27.0,0,0,8.66,Southampton,D
3,Male,,0,0,7.25,Southampton,D
3,Male,36.0,0,0,9.50,Southampton,D
3,Male,27.0,1,0,14.45,Cherbourg,D
3,Female,15.0,1,0,14.45,Cherbourg,S
3,Male,45.5,0,0,7.23,Cherbourg,D
3,Male,,0,0,7.23,Cherbourg,D
3,Male,,0,0,14.46,Cherbourg,D
3,Female,14.5,1,0,14.45,Cherbourg,D
3,Female,,1,0,14.45,Cherbourg,D
3,Male,26.5,0,0,7.23,Cherbourg,D
3,Male,27.0,0,0,7.23,Cherbourg,D
3,Male,29.0,0,0,7.88,Southampton,D
